Code,Date,Open,High,Low,Close,Volume
EPN,20260722,0.022,0.022,0.022,0.022,87
EPX,20260722,0.155,0.155,0.155,0.155,0
EPY,20260722,0.12,0.12,0.12,0.12,2641
EQIN,20260722,3.85,3.85,3.85,3.85,24595
EQR,20260722,0.28,0.285,0.265,0.265,33306953
EQT,20260722,18.4,18.4,17.71,18.01,34110
EQU,20260722,0.34,0.345,0.32,0.32,146581
EQX,20260722,0.16,0.16,0.16,0.16,0
ERA,20260722,0.002,0.002,0.002,0.002,0
ERD,20260722,0.81,0.81,0.79,0.8,39369
ERE,20260722,0.015,0.016,0.015,0.016,3236065
EREO,20260722,0.003,0.003,0.003,0.003,1490000
ERG,20260722,0.015,0.015,0.015,0.015,0
ERL,20260722,0.006,0.006,0.006,0.006,1250000
ERTH,20260722,10.43,10.52,10.43,10.5,20234
ESGI,20260722,37.04,37.11,36.97,37.07,6341
ESK,20260722,0.505,0.505,0.5,0.505,84740
ESPO,20260722,13.8,13.8,13.67,13.67,3523
ESR,20260722,0.027,0.027,0.025,0.025,709914
ESROB,20260722,0.009,0.009,0.009,0.009,0
ESTX,20260722,107,107.51,107,107.21,7997
ETHI,20260722,16.81,16.83,16.79,16.8,683278
ETM,20260722,0.047,0.052,0.046,0.05,1328761
ETMO,20260722,0.003,0.003,0.003,0.003,0
ETPMAG,20260722,77.06,78.59,77.06,78.28,106879
ETPMPD,20260722,166.04,173.21,166.04,173,204
ETPMPM,20260722,367.18,371.74,365.51,371.74,722
ETPMPT,20260722,214,219.67,214,217.21,1104
EUR,20260722,0.28,0.3,0.28,0.285,8929983
EUROC,20260722,0.195,0.21,0.195,0.21,309621
EV1,20260722,0.009,0.009,0.009,0.009,566642
EV1O,20260722,0.004,0.004,0.004,0.004,0
EV8,20260722,0.455,0.455,0.455,0.455,5000
EVE,20260722,0.017,0.017,0.017,0.017,624999
EVG,20260722,0.028,0.028,0.027,0.027,2874119
EVN,20260722,11.28,11.56,11.11,11.36,6885658
EVO,20260722,0.415,0.42,0.415,0.42,81228
EVR,20260722,0.005,0.005,0.005,0.005,5868641
EVROA,20260722,0.001,0.001,0.001,0.001,0
EVT,20260722,12.13,12.31,11.97,12.08,220857
EVZ,20260722,0.52,0.57,0.52,0.555,159695
EWC,20260722,0.059,0.059,0.057,0.058,458475
EX20,20260722,21.73,21.79,21.68,21.78,29673
EXL,20260722,0.006,0.006,0.006,0.006,0
EXLO,20260722,0.001,0.001,0.001,0.001,0
EXLOA,20260722,0.001,0.001,0.001,0.001,0
EXP,20260722,0.098,0.098,0.097,0.098,119074
EXR,20260722,0.096,0.105,0.096,0.1,3319357
EXROB,20260722,0.023,0.024,0.023,0.024,200000
EXT,20260722,0.006,0.0065,0.006,0.0065,5090665
EXTOD,20260722,0.001,0.001,0.001,0.001,0
EXUS,20260722,37.3,37.45,37.3,37.4,14183
EYE,20260722,0.13,0.1375,0.13,0.135,570494
EZL,20260722,1.325,1.325,1.3,1.3,46299
EZZ,20260722,0.49,0.49,0.49,0.49,0
F100,20260722,15.07,15.12,15.06,15.06,148144
FAIR,20260722,18.55,18.58,18.35,18.35,18489
FAL,20260722,0.4,0.43,0.385,0.43,128154
FANG,20260722,34.1,34.13,33.99,34,55015
FAR,20260722,0.2875,0.295,0.285,0.29,608191
FASI,20260722,11.29,11.31,11.19,11.2,20691
FAU,20260722,0.007,0.007,0.007,0.007,0
FBRDD,20260722,0.13,0.14,0.12,0.12,123766
FBU,20260722,3.16,3.2,3.06,3.19,628211
FCAP,20260722,11.72,11.73,11.68,11.69,7207
FCG,20260722,0.037,0.037,0.037,0.037,0
FCL,20260722,1.91,1.95,1.86,1.86,53009
FCT,20260722,0.006,0.007,0.006,0.007,3043215
FDC,20260722,3.45,3.5,3.38,3.41,515388
FDR,20260722,0.38,0.395,0.3675,0.375,1773003
FDV,20260722,0.325,0.325,0.31,0.315,360260
FEG,20260722,0.145,0.145,0.145,0.145,50062
FEIF,20260722,1.14,1.14,1.14,1.14,0
FEL,20260722,0.006,0.006,0.006,0.006,200017
FEMX,20260722,7.34,7.35,7.23,7.23,13650
FEX,20260722,0.275,0.29,0.275,0.29,1439704
FFG,20260722,0.007,0.007,0.007,0.007,0
FFGO,20260722,0.002,0.002,0.002,0.002,0
FFI,20260722,4.43,4.46,4.43,4.46,1864
FFM,20260722,1.73,1.835,1.73,1.78,3005585
FG1,20260722,0.021,0.021,0.021,0.021,54500
FG1O,20260722,0.001,0.001,0.001,0.001,0
FG1OA,20260722,0.003,0.003,0.003,0.003,0
FGG,20260722,1.67,1.69,1.67,1.67,349744
FGH,20260722,0.011,0.011,0.01,0.011,454735
FGR,20260722,0.061,0.062,0.059,0.061,877958
FGRO,20260722,0.007,0.007,0.007,0.007,0
FGSE,20260722,3.59,3.59,3.59,3.59,13006
FGX,20260722,1.37,1.37,1.355,1.36,212465
FHCO,20260722,6.29,6.29,6.18,6.18,1743
FHE,20260722,0.2,0.2,0.19,0.195,1864618
FHNG,20260722,12.4,12.4,12.35,12.35,33304
FHS,20260722,0.002,0.002,0.002,0.002,200000
FID,20260722,8.7,8.7,8.31,8.31,21170
FIIN,20260722,7.71,7.71,7.68,7.68,5683
FIN,20260722,0.005,0.005,0.005,0.005,377778
FIRE,20260722,11,11,10.94,10.98,3648
FL1,20260722,0.14,0.14,0.14,0.14,0
FL1O,20260722,0.014,0.014,0.014,0.014,0
FLC,20260722,0.083,0.087,0.081,0.082,98703
FLG,20260722,0.1675,0.17,0.15,0.17,545996
FLN,20260722,0.097,0.097,0.097,0.097,16711
FLOT,20260722,24.98,25,24.98,24.99,102327
FLT,20260722,11.75,11.94,11.73,11.84,898156
FLX,20260722,0.05,0.05,0.05,0.05,0
FME,20260722,0.014,0.014,0.013,0.013,534581
FMEOA,20260722,0.003,0.003,0.003,0.003,0
FMG,20260722,18.62,18.95,18.57,18.57,4458062
FML,20260722,1.76,1.935,1.76,1.895,363213
FMN,20260722,0.18,0.2,0.18,0.2,290490
FMR,20260722,0.385,0.385,0.36,0.36,132735
FND,20260722,0.405,0.405,0.405,0.405,0
FNR,20260722,0.12,0.12,0.12,0.12,0
FNX,20260722,0.18,0.18,0.18,0.18,0
FOOD,20260722,8.06,8.1,8.04,8.04,15621
FOS,20260722,0.13,0.13,0.13,0.13,0
FPC,20260722,1.31,1.31,1.31,1.31,14898
FPH,20260722,32.6,33.2,32.6,33.07,286267
FPR,20260722,2.83,2.88,2.8,2.83,212818
FRAR,20260722,1.045,1.045,1.04,1.04,20
FRB,20260722,0.18,0.18,0.165,0.18,144504
FRE,20260722,0.03,0.03,0.03,0.03,0
FREO,20260722,0.004,0.004,0.004,0.004,0
FRGG,20260722,1.535,1.535,1.535,1.535,32
FRI,20260722,0.695,0.695,0.695,0.695,0
FRM,20260722,0.25,0.255,0.25,0.255,37970
FRS,20260722,0.385,0.415,0.38,0.385,2909863
FRW,20260722,11.51,11.51,11.5,11.5,5027
FRX,20260722,0.026,0.026,0.025,0.025,305645
FSA,20260722,1.3,1.3,1.28,1.28,2587
FSCF,20260722,100.31,100.31,100.31,100.31,0
FSI,20260722,1.295,1.295,1.295,1.295,0
FSIGA,20260722,2.66,2.66,2.66,2.66,0
FSML,20260722,1.99,2,1.98,1.985,833705
FSUB,20260722,24.95,24.95,24.93,24.94,14279
FTI,20260722,0.54,0.635,0.525,0.62,2362667
FUEL,20260722,8.45,8.49,8.44,8.49,78115
FUL,20260722,0.072,0.072,0.072,0.072,0
FUN,20260722,0.097,0.099,0.097,0.099,51476
FUTR,20260722,35.23,35.23,35.23,35.23,0
FWD,20260722,2.13,2.23,2.1,2.22,193085
FXG,20260722,0.235,0.265,0.235,0.265,65271
FZR,20260722,0.215,0.215,0.215,0.215,0
G11,20260722,0.22,0.22,0.22,0.22,0
G1C,20260722,0.05,0.05,0.05,0.05,0
G200,20260722,30.8,30.95,30.8,30.91,1358
G50,20260722,0.6,0.61,0.57,0.58,157429
G6M,20260722,0.025,0.025,0.025,0.025,0
G88,20260722,0.0075,0.0075,0.0075,0.0075,220000
GA8,20260722,0.06,0.06,0.057,0.058,178949
GA8OC,20260722,0.03,0.03,0.03,0.03,0
GAL,20260722,0.115,0.13,0.11,0.115,172826
GAME,20260722,13.83,13.84,13.67,13.67,8913
GAP,20260722,0.082,0.082,0.082,0.082,3300
GARP,20260722,12.24,12.29,12.24,12.27,4068
GAS,20260722,0.014,0.014,0.013,0.013,724429
GBE,20260722,0.068,0.07,0.068,0.07,15220
GBL,20260722,0.016,0.018,0.016,0.017,164932
GBM,20260722,0.017,0.018,0.016,0.018,18816038
GBND,20260722,20.14,20.14,20.07,20.1,5142
GBR,20260722,0.071,0.074,0.068,0.07,3680685
GC1,20260722,0.4,0.4,0.39,0.39,61601
GC1PA,20260722,9.85,9.85,9.85,9.85,0
GCAP,20260722,8.88,8.92,8.88,8.9,6725
GCI,20260722,2.07,2.08,2.06,2.08,423160
GCM,20260722,0.125,0.125,0.115,0.12,330409
GCQF,20260722,4.13,4.13,4.1,4.12,12160
GCR,20260722,0.002,0.002,0.002,0.002,0
GDF,20260722,1.035,1.0425,1.03,1.04,103379
GDG,20260722,3.4,3.4,3.32,3.34,1233295
GDI,20260722,0.615,0.62,0.61,0.615,346890
GDM,20260722,0.32,0.335,0.31,0.335,22340
GDR,20260722,0.17,0.17,0.17,0.17,8157
GDX,20260722,92,95,92,94,90847
GEAR,20260722,35.36,35.73,35.31,35.45,135895
GED,20260722,0.041,0.041,0.041,0.041,100000
GEDO,20260722,0.009,0.009,0.009,0.009,0
GEM,20260722,0.135,0.14,0.135,0.135,1005981
GEN,20260722,0.008,0.0085,0.008,0.008,1869272
GENO,20260722,0.002,0.002,0.002,0.002,0
GES,20260722,0.005,0.005,0.005,0.005,0
GFL,20260722,2.88,2.88,2.88,2.88,0
GFLGA,20260722,3.1,3.1,3.1,3.1,0
GFXD,20260722,29.81,29.81,29.81,29.81,500
GG1,20260722,0.165,0.165,0.165,0.165,0
GG8,20260722,0.295,0.315,0.2925,0.315,611173
GGAB,20260722,19.16,19.16,19.16,19.16,1000
GGBL,20260722,27.32,27.32,27.155,27.22,5319
GGE,20260722,0.0015,0.0015,0.0015,0.0015,1500000
GGEOA,20260722,0.001,0.001,0.001,0.001,0
GGFD,20260722,18.88,18.88,18.88,18.88,0
GGOV,20260722,12.65,12.65,12.62,12.64,7993
GGP,20260722,10.65,10.65,10.395,10.48,1476628
GGR,20260722,0.15,0.15,0.15,0.15,0
GGUS,20260722,59.99,60.09,59.85,59.88,13093
GHHF,20260722,35.66,35.94,35.66,35.68,32309
GHIF,20260722,13.57,13.57,13.48,13.48,2590
GHLD,20260722,63.25,64,63,63.84,8460
GHM,20260722,0.385,0.405,0.38,0.395,272821
GHRP,20260722,48.88,48.88,48.88,48.88,0
GHY,20260722,0.365,0.375,0.365,0.37,39915
GIB,20260722,0.032,0.032,0.031,0.032,199930
GIVE,20260722,2.89,2.89,2.86,2.88,19671
GL1,20260722,0.5,0.51,0.47,0.5,366876
GLB,20260722,2.39,2.39,2.39,2.39,0
GLDN,20260722,46.24,46.94,46.24,46.91,17613
GLE,20260722,0.14,0.14,0.14,0.14,0
GLF,20260722,4.35,4.44,4.32,4.38,367609
GLH,20260722,0.065,0.065,0.065,0.065,0
GLIN,20260722,30.89,30.89,30.73,30.8,131567
GLL,20260722,0.006,0.006,0.006,0.006,490
GLLOD,20260722,0.002,0.002,0.002,0.002,0
GLN,20260722,0.29,0.3,0.29,0.29,1215712
GLNOB,20260722,0.11,0.11,0.11,0.11,0
GLOB,20260722,4.57,4.57,4.52,4.52,345782
GLPR,20260722,29.51,29.53,29.45,29.53,31751
GLS,20260722,2.04,2.07,2.02,2.03,517706
GMD,20260722,5.87,6.15,5.83,6.1,7199872
GMG,20260722,30,30,28.97,28.97,2600811
GML,20260722,0.051,0.051,0.048,0.05,362954
GMLO,20260722,0.02,0.02,0.02,0.02,250000
GMN,20260722,0.072,0.077,0.072,0.074,11598
GMNOC,20260722,0.023,0.023,0.023,0.023,0
GMNOD,20260722,0.03,0.03,0.03,0.03,0
GMTL,20260722,11.64,11.67,11.56,11.61,1302
GMVW,20260722,38.1,38.28,38.03,38.28,1813
GNC,20260722,5.23,5.27,5.175,5.25,1871557
GNDQ,20260722,38.26,38.26,37.74,37.74,26471
GNE,20260722,2.17,2.17,2.15,2.15,14615
GNG,20260722,5.3,5.32,5.225,5.24,160407
GNM,20260722,0.039,0.044,0.039,0.043,596782
GNMO,20260722,0.019,0.019,0.019,0.019,165897
GNP,20260722,9.16,9.3,9.11,9.12,349203
GOAT,20260722,25.71,26.23,25.71,26.02,59834
GOLD,20260722,53.28,54.1,53.26,54.03,226176
GOOD,20260722,50.24,50.24,50.2,50.2,4
GOVT,20260722,24.1,24.1,24.08,24.08,102
GOW,20260722,2.16,2.16,2.16,2.16,0
GOZ,20260722,2.165,2.17,2.14,2.16,296843
GPEQ,20260722,18.52,18.52,18.455,18.51,2794
GPR,20260722,0.026,0.026,0.026,0.026,50000
GPT,20260722,4.94,4.98,4.91,4.93,4253154
GQG,20260722,1.35,1.36,1.335,1.34,2717932
GR8,20260722,0.45,0.52,0.45,0.5,21000
GRE,20260722,0.056,0.058,0.055,0.056,516867
GREO,20260722,0.02,0.02,0.02,0.02,0
GRIN,20260722,18.96,18.96,18.94,18.96,988
GRL,20260722,0.018,0.019,0.017,0.017,1510503
GRNV,20260722,30.88,30.97,30.85,30.85,6285
GROW,20260722,4.03,4.04,4.03,4.04,5449
GRPA,20260722,25.62,25.62,25.62,25.62,0
GRR,20260722,0.14,0.145,0.14,0.14,482195
GRV,20260722,0.039,0.039,0.039,0.039,0
GRX,20260722,0.875,0.9,0.87,0.89,254876
GSBE36,20260722,96.01,96.04,95.85,96.01,1200
GSBE47,20260722,72,72,72,72,10
GSBG27,20260722,101.43,101.43,101.34,101.34,1794
GSBG29,20260722,97.688,97.688,97.388,97.402,956
GSBG33,20260722,99.86,99.86,99.58,99.72,4756
GSBG37,20260722,91.16,91.16,91.16,91.16,2761
GSBI28,20260722,96.35,96.35,96.35,96.35,86
GSBI30,20260722,93.434,93.434,93.434,93.434,0
GSBI32,20260722,82.82,82.82,82.82,82.82,96
GSBI34,20260722,93.52,93.62,93.52,93.59,795
GSBI41,20260722,75.78,75.78,75.78,75.78,0
GSBK31,20260722,86.977,86.977,86.977,86.977,0
GSBK35,20260722,84.58,84.68,84.58,84.64,905
GSBK39,20260722,83.316,83.316,83.316,83.316,9
GSBK51,20260722,50.29,50.29,50.29,50.29,0
GSBK54,20260722,90.5,90.51,90.31,90.51,5623
GSBQ26,20260722,99.558,99.558,99.558,99.558,0
GSBS36,20260722,96.012,96.012,96.012,96.012,0
GSBS37,20260722,98.95,98.95,98.72,98.76,17300
GSBU27,20260722,98.2,98.2,98.2,98.2,0
GSBU28,20260722,96.707,96.739,96.707,96.739,4022
GSBU29,20260722,94.81,94.81,94.81,94.81,0
GSBU31,20260722,83.32,83.32,83.32,83.32,25
GSBU32,20260722,84.12,84.22,84.08,84.11,23112
GSBU33,20260722,89.324,89.838,89.295,89.838,514
GSBW30,20260722,86.04,86.04,86.04,86.04,24
GSBW34,20260722,91.675,91.675,91.675,91.675,0
GSBW35,20260722,95.474,95.474,95.474,95.474,1119
GSCF,20260722,17.89,17.89,17.89,17.89,0
GSIC50,20260722,83.466,83.466,83.384,83.384,179
GSIO35,20260722,136.929,136.929,136.929,136.929,0
GSIO40,20260722,112.218,112.218,112.218,112.218,1496
GSIQ30,20260722,156.68,156.68,156.68,156.68,3771
GSIU27,20260722,130.67,130.68,130.67,130.68,96
GSIU32,20260722,109.16,109.16,109.16,109.16,0
GSM,20260722,0.011,0.011,0.011,0.011,6690
GSN,20260722,0.021,0.0215,0.021,0.0215,3890808
GSS,20260722,0.065,0.066,0.061,0.061,207466
GSUS,20260722,14.1,14.1,14.1,14.1,0
GT1,20260722,0.016,0.0165,0.016,0.0165,699942
GT3,20260722,0.028,0.029,0.028,0.029,1404585
GTE,20260722,0.01,0.01,0.01,0.01,740000
GTG,20260722,0.039,0.039,0.039,0.039,0
GTI,20260722,0.024,0.024,0.024,0.024,161743
GTK,20260722,3.18,3.18,3.05,3.08,272463
GTN,20260722,0.2,0.2,0.2,0.2,1750
GTUM,20260722,23.61,23.64,23.48,23.48,11218
GUL,20260722,0.072,0.072,0.072,0.072,0
GUM,20260722,0.09,0.09,0.09,0.09,0
GVF,20260722,1.385,1.385,1.37,1.37,56126
GW1,20260722,0.075,0.075,0.073,0.073,680512
GWA,20260722,2.34,2.37,2.32,2.33,363152
GWR,20260722,0.105,0.115,0.1,0.115,1447309
GWTH,20260722,20.49,20.49,20.41,20.42,176
GXAI,20260722,16,16.36,15.86,15.88,60128
GXLD,20260722,57.72,58.98,57.72,58.84,10763
GYG,20260722,22.25,22.55,22.01,22.21,402897
H100,20260722,13.55,13.55,13.5,13.5,496
H2G,20260722,0.0075,0.0075,0.0075,0.0075,150000
H3E,20260722,0.006,0.006,0.006,0.006,4120431
H3EO,20260722,0.001,0.001,0.001,0.001,0
HACK,20260722,16.5,16.52,16.41,16.47,93969
HAL,20260722,0.018,0.018,0.018,0.018,8235
HAR,20260722,0.087,0.088,0.084,0.084,623585
HAS,20260722,0.3,0.3,0.28,0.29,239314
HAV,20260722,0.85,0.88,0.84,0.86,824363
HAW,20260722,0.072,0.072,0.072,0.072,70000
HBRD,20260722,10.08,10.09,10.08,10.08,172769
HCF,20260722,0.03,0.03,0.03,0.03,0
HCH,20260722,1.54,1.6,1.53,1.535,484659
HCL,20260722,0.125,0.13,0.125,0.13,3883
HCRD,20260722,25.36,25.37,25.32,25.35,5218
HCT,20260722,0.08,0.08,0.08,0.08,0
HCW,20260722,0.72,0.7225,0.705,0.705,649598
HDN,20260722,1.265,1.265,1.245,1.255,3346117
HE8,20260722,0.0015,0.0015,0.0015,0.0015,0
HETH,20260722,17.01,17.01,16.97,16.98,7399
HEUR,20260722,18.21,18.28,18.21,18.26,16946
HFR,20260722,0.022,0.023,0.019,0.019,4197834
HFY,20260722,0.011,0.011,0.011,0.011,0
HGBL,20260722,84.65,84.87,84.65,84.7,41552
HGCQ,20260722,5.04,5.04,5.04,5.04,10000
HGEN,20260722,9.39,9.96,9.39,9.84,5236
HGH,20260722,1.01,1.01,1,1.005,20582
HGO,20260722,0.062,0.062,0.061,0.061,3201183
HIO,20260722,0.015,0.015,0.013,0.013,777801
HIQ,20260722,0.009,0.009,0.008,0.008,615055
HIQOA,20260722,0.003,0.003,0.003,0.003,0
HIT,20260722,0.99,1.145,0.99,1.145,15927
HJHI,20260722,1.085,1.085,1.085,1.085,164
HJPN,20260722,30.68,30.79,30.49,30.52,24794
HLI,20260722,5,5.08,4.82,5,2319819
HLO,20260722,1.48,1.495,1.47,1.485,105213
HLS,20260722,0.36,0.36,0.35,0.355,1828874
HLTH,20260722,11.46,11.46,11.41,11.41,5701
HLX,20260722,0.038,0.038,0.038,0.038,37227
HLXO,20260722,0.002,0.002,0.002,0.002,0
HLXOA,20260722,0.004,0.004,0.004,0.004,0
HM1,20260722,2.95,3,2.95,2.95,208006
HMC,20260722,2.85,2.92,2.84,2.91,772963
HMD,20260722,0.037,0.037,0.037,0.037,0
HMG,20260722,0.125,0.155,0.125,0.155,559063
HMI,20260722,0.027,0.027,0.027,0.027,0
HMND,20260722,44.01,44.13,43.01,43.29,4505
HMX,20260722,0.063,0.067,0.063,0.064,2337034
HMY,20260722,0.74,0.7525,0.74,0.7525,11307
HNDQ,20260722,55.74,55.84,55.43,55.43,24174
HOR,20260722,0.019,0.019,0.019,0.019,259
HPC,20260722,0.004,0.004,0.004,0.004,0
HPG,20260722,0.73,0.735,0.725,0.735,36932
HPR,20260722,0.092,0.092,0.092,0.092,0
HQLT,20260722,34.01,34.1,34.01,34.05,8144
HQUS,20260722,49.91,49.92,49.81,49.91,12857
HRE,20260722,0.04,0.04,0.04,0.04,0
HRN,20260722,0.955,0.985,0.9275,0.985,41865
HSN,20260722,4.18,4.28,4.1,4.27,491826
HT8,20260722,0.023,0.023,0.023,0.023,216741
HTG,20260722,0.01,0.011,0.01,0.01,32401394
HTM,20260722,0.25,0.25,0.25,0.25,100000
HUB,20260722,83.53,86.735,83.25,85.31,239254
HUGE,20260722,12.9,12.9,12.9,12.9,38
HUM,20260722,0.46,0.465,0.45,0.46,542672
HVLU,20260722,40.69,40.81,40.59,40.69,12420
HVN,20260722,4.79,4.79,4.71,4.71,1382712
HVST,20260722,13.16,13.21,13.15,13.2,15467
HVY,20260722,0.395,0.395,0.395,0.395,0
HWK,20260722,0.029,0.03,0.028,0.028,74692
HWKO,20260722,0.002,0.002,0.002,0.002,0
HWKOB,20260722,0.01,0.01,0.01,0.01,0
HXL,20260722,0.013,0.013,0.013,0.013,0
HYD,20260722,0.004,0.004,0.004,0.004,0
HYDOC,20260722,0.001,0.001,0.001,0.001,0
HYGG,20260722,5.9,5.93,5.85,5.85,126203
HYLD,20260722,33.64,33.72,33.54,33.57,6115
HYT,20260722,0.013,0.013,0.012,0.013,2457192
HZN,20260722,0.22,0.225,0.215,0.215,825271
HZR,20260722,0.325,0.335,0.32,0.335,124757
I88,20260722,0.12,0.12,0.12,0.12,4125
I88OA,20260722,0.05,0.05,0.05,0.05,0
IAA,20260722,195.42,197,192.48,192.48,17309
IACT,20260722,30.24,30.25,30.15,30.16,10991
IAF,20260722,101.02,101.12,100.95,101,69594
IAG,20260722,8.33,8.44,8.31,8.44,2913991
IAGPE,20260722,105.3,105.3,105.09,105.2,625
IAGPF,20260722,106.19,106.3,106.19,106.3,123
IAM,20260722,0.016,0.016,0.016,0.016,100000
IBAL,20260722,30.57,30.57,30.57,30.57,0
IBC,20260722,0.43,0.43,0.43,0.43,0
IBIT,20260722,18.1,18.1,17.91,17.91,32589
IBR,20260722,0.072,0.072,0.064,0.064,1848639
IBRO,20260722,0.037,0.037,0.037,0.037,400000
IBX,20260722,0.012,0.012,0.0115,0.012,479033
IBXO,20260722,0.003,0.003,0.003,0.003,0
ICE,20260722,0.033,0.033,0.033,0.033,162072
ICL,20260722,0.026,0.026,0.025,0.026,580668
ICME,20260722,100.1,100.1,100.1,100.1,0
ICOR,20260722,94.17,94.24,94.11,94.24,4298
ICR,20260722,0.018,0.018,0.018,0.018,393
ICU,20260722,0.001,0.001,0.001,0.001,0
ID8,20260722,0.004,0.004,0.004,0.004,0
IDA,20260722,0.021,0.021,0.02,0.02,169544
IDT,20260722,0.038,0.038,0.034,0.034,495448
IDX,20260722,2.08,2.08,2.03,2.06,562215
IEL,20260722,2.15,2.19,2.14,2.15,1560573
IEM,20260722,94.56,94.76,93.16,93.2,53265
IEQ,20260722,0.04,0.04,0.04,0.04,0
IESG,20260722,30.95,30.95,30.835,30.92,14491
IEU,20260722,97.5,97.79,97.5,97.74,11906
IFG,20260722,0.006,0.006,0.006,0.006,0
IFN,20260722,0.4,0.47,0.4,0.45,148757
IFRA,20260722,25.79,25.79,25.69,25.72,81308
IFT,20260722,12.71,13.16,12.71,13.1,187463
IG6,20260722,0.043,0.043,0.041,0.041,710432
IGB,20260722,96.69,96.77,96.65,96.7,4633
IGL,20260722,2.79,2.79,2.76,2.77,17827
IGN,20260722,0.77,0.77,0.77,0.77,0
IGO,20260722,6.55,6.74,6.55,6.7,2566327
IGRO,20260722,36.16,36.19,36.14,36.14,42
IHCB,20260722,91,91.09,90.79,91.09,1428
IHD,20260722,17.15,17.15,17.05,17.06,16431
IHEB,20260722,76.78,76.8,76.56,76.8,85
IHHY,20260722,92.67,92.77,92.43,92.77,4294
IHOO,20260722,239.63,240.2,239.58,239.97,5322
IHVV,20260722,65.64,65.64,65.51,65.51,57707
IHWL,20260722,63.97,64.02,63.63,63.64,64709
IIGF,20260722,2.81,2.81,2.78,2.79,21157
IIND,20260722,9.9,9.92,9.86,9.9,19477
IIQ,20260722,0.2,0.2,0.195,0.195,130676
IISV,20260722,3.01,3.02,2.98,2.98,33575
IJH,20260722,53.92,53.97,53.8,53.86,5567
IJP,20260722,130.38,131.42,130.11,130.34,49313
IJR,20260722,210.44,210.44,209.08,209.91,3266
IKE,20260722,0.97,0.97,0.97,0.97,500
IKO,20260722,244.01,251.25,240.21,240.21,17928
ILA,20260722,0.42,0.42,0.415,0.415,128435
ILB,20260722,126.27,126.53,126.18,126.28,36289
ILC,20260722,34.56,34.73,34.56,34.64,10897
ILT,20260722,0.415,0.415,0.405,0.405,26806
ILU,20260722,6.1,6.21,6.01,6.13,1264215
IMA,20260722,0.022,0.022,0.02,0.021,727869
IMB,20260722,0.65,0.665,0.61,0.65,387416
IMC,20260722,0.04,0.04,0.035,0.035,67134
IMD,20260722,3.64,3.76,3.6,3.7,2013873
IME,20260722,0.31,0.31,0.31,0.31,0
IMI,20260722,0.007,0.007,0.007,0.007,40000
IMIO,20260722,0.001,0.001,0.001,0.001,0
IMLC,20260722,3.74,3.74,3.74,3.74,0
IMM,20260722,0.049,0.051,0.049,0.05,16763215
IMPQ,20260722,4.27,4.28,4.25,4.27,220
IMR,20260722,1.765,1.765,1.635,1.7,428279
IMU,20260722,0.095,0.095,0.093,0.093,806243
IMUOE,20260722,0.001,0.001,0.001,0.001,0
IMUOF,20260722,0.015,0.018,0.015,0.018,308000
INA,20260722,4.19,4.3,4.19,4.24,475197
INCM,20260722,19.9,19.98,19.9,19.96,18785
IND,20260722,0.11,0.11,0.11,0.11,60263
INDO,20260722,0.007,0.007,0.007,0.007,0
INES,20260722,3.11,3.11,3.1,3.1,2394
INF,20260722,0.008,0.008,0.008,0.008,226800
ING,20260722,2.2,2.22,2.18,2.21,1015437
INIF,20260722,2.65,2.65,2.65,2.65,0
INR,20260722,0.12,0.125,0.115,0.115,5702237
INV,20260722,0.11,0.11,0.11,0.11,0
IOD,20260722,0.09,0.09,0.088,0.088,50087
ION,20260722,0.038,0.041,0.036,0.036,8252160
IOO,20260722,194.96,195.41,194.78,195,33545
IOV,20260722,0.32,0.33,0.32,0.33,52511
IOZ,20260722,35.29,35.42,35.24,35.33,311382
IPC,20260722,2,2,2,2,0
IPD,20260722,0.005,0.005,0.005,0.005,10200929
IPDO,20260722,0.002,0.002,0.002,0.002,0
IPG,20260722,4.88,5,4.835,4.85,309168
IPH,20260722,4.09,4.09,4,4.04,495956
IPT,20260722,0.04,0.04,0.038,0.038,201271
IPTOC,20260722,0.005,0.005,0.005,0.005,0
IPX,20260722,3.41,3.54,3.4,3.51,1710515
IR1,20260722,0.063,0.063,0.06,0.06,205074
IRD,20260722,0.012,0.012,0.012,0.012,0
IRE,20260722,6.73,6.73,6.535,6.61,716054
IRI,20260722,0.3,0.305,0.295,0.305,241800
IS3,20260722,0.18,0.18,0.18,0.18,0
ISEC,20260722,100.68,100.68,100.65,100.65,6814
ISLM,20260722,1.135,1.15,1.135,1.15,1611
ISMD,20260722,50.3,50.35,50.24,50.25,4890
ISO,20260722,4.92,4.95,4.92,4.93,21093
ITEK,20260722,33.98,34.11,33.85,33.96,4237
ITM,20260722,0.036,0.036,0.034,0.034,23237
ITS,20260722,0.31,0.31,0.31,0.31,77485
IUSG,20260722,99.47,99.47,99.47,99.47,85
IVE,20260722,146.19,146.5,145.89,146.17,14180
IVG,20260722,0.035,0.04,0.035,0.04,275317
IVR,20260722,0.045,0.047,0.041,0.045,35400651
IVROB,20260722,0.028,0.028,0.026,0.027,175000
IVV,20260722,71.28,71.39,71.12,71.24,235464
IVX,20260722,0.04,0.041,0.04,0.041,88
IVXO,20260722,0.005,0.005,0.005,0.005,0
IVZ,20260722,0.062,0.066,0.06,0.066,4682189
IVZOC,20260722,0.029,0.034,0.029,0.034,591428
IWLD,20260722,69.94,70.03,69.84,69.87,69018
IXC,20260722,0.115,0.115,0.115,0.115,100000
