Code,Date,Open,High,Low,Close,Volume
PAT,20260722,0.069,0.069,0.063,0.063,236587
PAVE,20260722,13.67,13.72,13.67,13.71,18124
PAXX,20260722,5.94,5.94,5.81,5.81,13350
PBH,20260722,0.945,0.95,0.94,0.94,4762
PBL,20260722,0.06,0.06,0.06,0.06,0
PC2,20260722,1,1,0.96,1,378011
PCG,20260722,0.82,0.82,0.73,0.77,90270
PCI,20260722,1.1,1.1,1.095,1.095,462482
PCK,20260722,0.105,0.105,0.105,0.105,25707
PCL,20260722,0.009,0.009,0.009,0.009,3306129
PCX,20260722,2.01,2.03,2,2,202199
PDI,20260722,0.67,0.69,0.64,0.67,13386503
PDN,20260722,9.1,9.21,8.69,9.13,4570173
PE1,20260722,1.5,1.53,1.485,1.485,312783
PEB,20260722,0.22,0.22,0.22,0.22,1680
PEC,20260722,0.014,0.014,0.013,0.013,950842
PECO,20260722,0.005,0.005,0.005,0.005,0
PEN,20260722,0.265,0.3,0.255,0.27,12010495
PER,20260722,0.003,0.003,0.002,0.002,336667
PET,20260722,0.005,0.005,0.005,0.005,0
PFE,20260722,0.017,0.017,0.017,0.017,0
PFEO,20260722,0.001,0.001,0.001,0.001,0
PFG,20260722,0.215,0.22,0.215,0.22,288297
PFM,20260722,0.019,0.019,0.019,0.019,0
PFP,20260722,3.19,3.19,3.1,3.12,78982
PFT,20260722,0.027,0.028,0.023,0.023,460953
PGA1,20260722,14.96,14.96,14.91,14.91,303981
PGC,20260722,0.14,0.14,0.13,0.1325,2969829
PGD,20260722,0.17,0.18,0.17,0.17,66643
PGDO,20260722,0.024,0.024,0.024,0.024,0
PGF,20260722,3.3,3.32,3.26,3.29,359268
PGI2,20260722,11.21,11.21,11.17,11.18,14038
PGL,20260722,0.47,0.5,0.455,0.46,461033
PGM,20260722,0.024,0.026,0.024,0.025,268461
PGO,20260722,0.1075,0.1075,0.1075,0.1075,0
PGOOB,20260722,0.01,0.01,0.01,0.01,0
PGY,20260722,0.054,0.054,0.054,0.054,0
PGYOA,20260722,0.003,0.003,0.003,0.003,0
PHO,20260722,0.14,0.14,0.14,0.14,13942
PHX,20260722,0.1075,0.11,0.1,0.1,22062
PIA,20260722,1.315,1.315,1.295,1.3,353279
PIC,20260722,1.17,1.17,1.16,1.165,338814
PIL,20260722,0.004,0.004,0.004,0.004,0
PIM,20260722,0.049,0.049,0.049,0.049,108221
PIMOB,20260722,0.014,0.014,0.014,0.014,0
PIQ,20260722,0.17,0.225,0.17,0.185,1677510
PIXX,20260722,4.77,4.77,4.76,4.76,45534
PKD,20260722,0.031,0.031,0.031,0.031,0
PKO,20260722,0.0055,0.0055,0.005,0.0055,854314
PKP,20260722,0.017,0.018,0.017,0.018,3206903
PKY,20260722,0.039,0.039,0.038,0.038,649577
PL3,20260722,0.125,0.13,0.125,0.13,2489506
PL8,20260722,1.435,1.435,1.415,1.425,570384
PL9,20260722,0.006,0.007,0.006,0.007,1755313
PLA,20260722,0.385,0.39,0.385,0.39,82934
PLC,20260722,0.0075,0.008,0.007,0.007,11240034
PLCO,20260722,0.002,0.002,0.002,0.002,0
PLG,20260722,0.031,0.031,0.031,0.031,0
PLS,20260722,4.17,4.2,4.095,4.15,21027914
PLT,20260722,0.78,0.78,0.755,0.76,137108
PLUS,20260722,16.82,16.83,16.79,16.83,68238
PLY,20260722,0.11,0.11,0.1075,0.11,36940
PME,20260722,178,178.56,172.04,173.45,312566
PMGOLD,20260722,57.95,58.69,57.83,58.67,180713
PMM,20260722,0.11,0.11,0.11,0.11,99090
PMT,20260722,0.435,0.45,0.435,0.445,1438092
PMV,20260722,14.27,14.31,13.95,14.11,379387
PNC,20260722,0.62,0.64,0.62,0.64,43429
PNI,20260722,16.9,17.09,16.8,16.9,674691
PNN,20260722,0.1125,0.12,0.11,0.12,996535
PNNO,20260722,0.03,0.03,0.03,0.03,0
PNNOA,20260722,0.04,0.04,0.038,0.04,1175434
PNR,20260722,2.04,2.12,2.04,2.09,2213688
PNT,20260722,0.006,0.007,0.006,0.007,1889000
PNV,20260722,0.95,0.955,0.93,0.95,829666
POD,20260722,0.035,0.036,0.034,0.034,492390
PODOA,20260722,0.004,0.004,0.004,0.004,0
POL,20260722,0.815,0.85,0.8075,0.825,683244
PPC,20260722,1.755,1.755,1.695,1.735,166594
PPE,20260722,0.72,0.72,0.705,0.72,26791
PPG,20260722,0.018,0.018,0.018,0.018,0
PPK,20260722,0.34,0.345,0.34,0.345,5616
PPL,20260722,0.028,0.03,0.028,0.029,446708
PPM,20260722,1.63,1.63,1.59,1.61,137003
PPS,20260722,0.675,0.71,0.675,0.71,387399
PPT,20260722,19.13,19.59,19.13,19.54,345370
PPY,20260722,0.01,0.01,0.008,0.009,2596399
PR1,20260722,0.325,0.325,0.32,0.32,4355
PR1OC,20260722,0.14,0.14,0.14,0.14,0
PR2,20260722,0.025,0.025,0.025,0.025,0
PR2O,20260722,0.001,0.001,0.001,0.001,0
PRG,20260722,1.455,1.455,1.45,1.45,7973
PRM,20260722,0.001,0.001,0.001,0.001,8239552
PRN,20260722,2.15,2.18,2.125,2.16,1124260
PRO,20260722,0.072,0.072,0.07,0.07,37469
PRU,20260722,4.89,5,4.83,4.95,3182301
PRX,20260722,0.065,0.065,0.065,0.065,11861
PSC,20260722,0.245,0.25,0.24,0.25,483350
PSL,20260722,0.034,0.034,0.032,0.033,65198
PTL,20260722,0.023,0.023,0.023,0.023,0
PTN,20260722,0.045,0.046,0.045,0.045,585638
PTR,20260722,0.082,0.082,0.079,0.079,159032
PTX,20260722,0.082,0.082,0.078,0.078,90694
PUR,20260722,0.069,0.069,0.069,0.069,1500
PURO,20260722,0.003,0.003,0.003,0.003,287357
PV1,20260722,0.0065,0.007,0.0065,0.007,1080000
PVE,20260722,0.064,0.064,0.064,0.064,0
PVL,20260722,0.14,0.14,0.14,0.14,15624
PVT,20260722,0.014,0.016,0.014,0.015,4352226
PWH,20260722,9.25,9.65,9.25,9.63,306804
PWN,20260722,0.0105,0.011,0.01,0.011,4979062
PWR,20260722,0.99,0.99,0.92,0.92,368924
PXA,20260722,7.51,7.54,7.3,7.35,584387
PXR,20260722,0.001,0.001,0.001,0.001,0
PXX,20260722,0.0145,0.0145,0.013,0.013,841251
PYC,20260722,1.67,1.68,1.58,1.605,1270864
QAL,20260722,3.21,3.21,3.05,3.09,169863
QAN,20260722,10.14,10.2,10.05,10.16,5651207
QAU,20260722,30.66,31.1,30.64,31.03,519862
QBE,20260722,25.26,25.29,24.53,24.78,4389580
QBTC,20260722,18.5,18.59,18.38,18.4,6864
QEM,20260722,0.017,0.018,0.017,0.018,195592
QEMO,20260722,0.001,0.001,0.001,0.001,0
QETH,20260722,19.14,19.23,19.08,19.09,5931
QFE,20260722,0.07,0.071,0.07,0.07,128719
QFN,20260722,18.22,18.23,18.17,18.23,929
QGFH,20260722,5.36,5.36,5.36,5.36,0
QGL,20260722,0.35,0.355,0.305,0.305,192595
QGRU,20260722,4.06,4.06,4.06,4.06,0
QHAL,20260722,55.5,55.565,55.42,55.48,46329
QHSM,20260722,34.11,34.16,33.95,33.95,8633
QLTY,20260722,32.38,32.54,32.37,32.52,99402
QMAX,20260722,29.88,29.88,29.5,29.58,3091
QMIX,20260722,34.98,35.15,34.98,35.1,23282
QML,20260722,0.0505,0.052,0.0505,0.052,1516390
QNDQ,20260722,18.13,18.13,18.05,18.05,1412
QOZ,20260722,18.98,19.07,18.98,19,165450
QPM,20260722,0.009,0.009,0.009,0.009,0
QPON,20260722,26.32,26.32,26.31,26.31,66864
QRE,20260722,9.54,9.7,9.54,9.63,57808
QRI,20260722,1.565,1.565,1.545,1.555,770110
QSML,20260722,31.99,32.18,31.99,31.99,149686
QUAL,20260722,61.45,61.52,61.36,61.46,93697
QUB,20260722,5.11,5.11,5.11,5.11,0
QUE,20260722,0.05,0.05,0.05,0.05,0
QUS,20260722,55.59,55.62,55.36,55.62,59542
QXR,20260722,0.003,0.003,0.003,0.003,300000
QYLD,20260722,10.7,11,10.7,10.81,832
R3AL,20260722,1.56,1.56,1.555,1.56,29095
R8R,20260722,0.105,0.105,0.105,0.105,0
RAC,20260722,2.04,2.13,2.04,2.05,94292
RAD,20260722,0.019,0.019,0.019,0.019,0
RADO,20260722,0.001,0.001,0.001,0.001,0
RADOA,20260722,0.001,0.001,0.001,0.001,0
RADOB,20260722,0.004,0.004,0.004,0.004,0
RAG,20260722,0.021,0.021,0.021,0.021,23810
RAGOD,20260722,0.002,0.002,0.002,0.002,100001
RAMHA,20260722,100.16,100.99,100.15,100.99,762
RAN,20260722,0.215,0.215,0.21,0.21,1191
RAP,20260722,0.029,0.029,0.026,0.027,300813
RARI,20260722,29.09,29.09,28.97,28.97,1701
RAS,20260722,0.026,0.026,0.026,0.026,0
RAU,20260722,0.3,0.3,0.3,0.3,42543
RB6,20260722,0.125,0.125,0.125,0.125,7822
RBR,20260722,0.016,0.016,0.016,0.016,0
RBTZ,20260722,14.1,14.25,14.1,14.11,52135
RBX,20260722,0.027,0.027,0.027,0.027,0
RC1,20260722,0.1,0.105,0.1,0.105,95583
RC1OA,20260722,0.035,0.035,0.035,0.035,0
RCAP,20260722,1.93,1.94,1.925,1.925,413522
RCB,20260722,19.76,19.76,19.72,19.75,6645
RCE,20260722,0.375,0.375,0.35,0.35,186448
RCKT,20260722,9.74,9.9,9.65,9.65,29799
RCL,20260722,0.061,0.061,0.061,0.061,8433
RCM,20260722,0.031,0.033,0.031,0.032,3647067
RCMO,20260722,0.004,0.004,0.004,0.004,0
RCR,20260722,0.013,0.014,0.013,0.014,114110
RCT,20260722,3.66,3.67,3.64,3.64,37382
RDM,20260722,0.14,0.14,0.1375,0.14,203000
RDN,20260722,0.003,0.003,0.003,0.003,356541
RDS,20260722,0.0035,0.0035,0.003,0.003,1750000
RDV,20260722,34.7,34.76,34.6,34.74,10062
RDX,20260722,3.79,3.79,3.7,3.79,517699
RDY,20260722,1.615,1.615,1.6,1.6,57540
REA,20260722,160.37,161.775,158.66,159.72,188032
REC,20260722,0.019,0.019,0.019,0.019,500000
REE,20260722,0.011,0.011,0.01,0.01,2145874
REEO,20260722,0.003,0.003,0.003,0.003,0
REG,20260722,6.15,6.17,6,6.08,427158
REH,20260722,15.75,16.055,15.65,15.83,545922
REIT,20260722,17.56,17.62,17.5,17.55,342037
REM,20260722,0.027,0.027,0.027,0.027,0
REP,20260722,0.425,0.425,0.415,0.415,118476
REV,20260722,1.995,2.01,1.99,2,378091
REZ,20260722,0.011,0.011,0.011,0.011,1020000
REZO,20260722,0.001,0.001,0.001,0.001,0
RF1,20260722,3.57,3.63,3.55,3.59,239255
RFF,20260722,2.19,2.19,2.15,2.17,415391
RFG,20260722,0.825,0.855,0.825,0.85,35497
RFT,20260722,0.006,0.006,0.006,0.006,0
RG1,20260722,2.48,2.56,2.48,2.52,726833
RG8,20260722,2.58,2.59,2.58,2.58,26503
RGB,20260722,18.77,18.78,18.75,18.77,178061
RGL,20260722,0.008,0.0085,0.0075,0.008,7208356
RGLO,20260722,0.004,0.004,0.004,0.004,0
RGN,20260722,2.34,2.35,2.33,2.34,1700714
RGOS,20260722,21.55,21.62,21.54,21.62,24970
RGT,20260722,0.046,0.05,0.046,0.05,162016
RHC,20260722,43.07,43.22,42.1,42.76,413902
RHCPA,20260722,107,107,107,107,653
RHI,20260722,4.69,4.71,4.68,4.68,8243
RHT,20260722,0.047,0.047,0.047,0.047,8000
RHY,20260722,0.086,0.087,0.08,0.08,646469
RHYOA,20260722,0.02,0.02,0.02,0.02,0
RIC,20260722,2.78,2.79,2.72,2.78,737708
RIE,20260722,0.021,0.021,0.021,0.021,908850
RIIF,20260722,1.275,1.285,1.275,1.285,151596
RIL,20260722,0.004,0.004,0.004,0.004,0
RIM,20260722,0.013,0.013,0.012,0.012,280134
RIO,20260722,160.05,162.84,159.85,161.98,1006263
RIV,20260722,1.43,1.435,1.42,1.425,187552
RKB,20260722,0.004,0.004,0.004,0.004,5000
RKBOE,20260722,0.001,0.001,0.001,0.001,0
RKN,20260722,0.44,0.44,0.435,0.44,22915
RKT,20260722,0.021,0.023,0.0205,0.023,1881565
RLC,20260722,0.002,0.002,0.002,0.002,0
RLF,20260722,0.04,0.04,0.037,0.037,988117
RLFO,20260722,0.005,0.005,0.005,0.005,231203
RLG,20260722,0.003,0.003,0.003,0.003,70000
RLGO,20260722,0.001,0.001,0.001,0.001,0
RMBS,20260722,24.97,25,24.97,24.97,866
RMC,20260722,0.785,0.825,0.785,0.825,46669
RMD,20260722,27.89,27.94,27.64,27.75,2475685
RMI,20260722,0.185,0.19,0.1775,0.18,651350
RML,20260722,0.044,0.047,0.044,0.045,7097585
RMLOC,20260722,0.032,0.032,0.03,0.03,72856
RMLOD,20260722,0.015,0.015,0.015,0.015,0
RMS,20260722,3.09,3.11,3.05,3.1,6277104
RMX,20260722,0.012,0.012,0.011,0.011,437017
RMXO,20260722,0.003,0.003,0.003,0.003,0
RMXOK,20260722,0.001,0.001,0.001,0.001,1500000
RMY,20260722,0.025,0.025,0.025,0.025,0
RND,20260722,2.28,2.28,2.28,2.28,0
RNT,20260722,0.065,0.065,0.065,0.065,4177
RNU,20260722,0.056,0.056,0.0545,0.055,400439
RNV,20260722,0.08,0.08,0.077,0.077,82734
RNX,20260722,0.002,0.002,0.002,0.002,333333
ROAR,20260722,10.13,10.14,10.13,10.14,5500
ROBO,20260722,91.02,91.98,91.02,91.39,11116
ROC,20260722,0.225,0.225,0.22,0.22,37729
ROG,20260722,0.002,0.002,0.001,0.001,3887511
RON,20260722,0.165,0.165,0.165,0.165,3000
ROYL,20260722,13.21,13.45,13.21,13.43,26278
RPL,20260722,3,3.14,2.76,2.79,3454610
RPM,20260722,0.016,0.016,0.016,0.016,0
RR1,20260722,0.009,0.009,0.009,0.009,396653
RR1OA,20260722,0.003,0.003,0.003,0.003,0
RRE,20260722,0.09,0.09,0.089,0.089,24034
RRL,20260722,6.05,6.32,6.035,6.29,4085880
RRR,20260722,0.07,0.07,0.07,0.07,0
RSG,20260722,0.985,0.99,0.955,0.98,9491038
RSM,20260722,20.25,20.25,20.22,20.22,40196
RSSL,20260722,11.78,11.78,11.71,11.77,1119
RTG,20260722,0.037,0.042,0.037,0.038,993347
RTH,20260722,0.595,0.595,0.58,0.58,13912
RTR,20260722,0.045,0.046,0.044,0.046,588477
RVT,20260722,0.1,0.105,0.1,0.1,94845
RWC,20260722,3.66,3.68,3.58,3.6,2095319
RWD,20260722,0.035,0.035,0.03,0.03,473070
RWL,20260722,0.064,0.064,0.064,0.064,150000
RXL,20260722,0.38,0.385,0.37,0.375,1779915
RYD,20260722,1.92,2.04,1.92,1.97,64867
RYM,20260722,1.85,1.85,1.825,1.825,10280
RZI,20260722,0.525,0.53,0.45,0.495,252564
S2R,20260722,0.068,0.075,0.068,0.075,702670
S32,20260722,4.38,4.55,4.38,4.55,26933873
S3GO,20260722,6.61,6.61,6.58,6.58,5714
S66,20260722,0.11,0.11,0.11,0.11,0
SAN,20260722,0.009,0.009,0.009,0.009,0
SB2,20260722,0.6,0.6,0.6,0.6,0
SBM,20260722,0.46,0.47,0.445,0.45,6599448
SBR,20260722,0.0065,0.0065,0.0065,0.0065,207637
SBRO,20260722,0.002,0.002,0.002,0.002,0
SBZ,20260722,0.17,0.175,0.17,0.17,1619478
SCG,20260722,3.97,3.97,3.9,3.9,9329329
SCN,20260722,0.026,0.026,0.026,0.026,0
SCP,20260722,0.06,0.06,0.06,0.06,0
SDF,20260722,5.25,5.27,5.22,5.25,2239095
SDR,20260722,3.41,3.42,3.23,3.3,1782255
SDV,20260722,0.12,0.125,0.12,0.125,11500
SEA,20260722,2.18,2.18,2.14,2.16,47
SEC,20260722,2.34,2.38,2.34,2.35,15145
SEG,20260722,0.36,0.36,0.36,0.36,3452
SEK,20260722,13.71,14,13.38,13.78,1273494
SEMI,20260722,38.33,38.35,37.23,37.23,282113
SEN,20260722,3.16,3.23,3.16,3.23,49593
SEQ,20260722,0.115,0.125,0.115,0.12,200566
SER,20260722,0.14,0.14,0.14,0.14,4078
SET,20260722,2.16,2.18,2.16,2.16,110428
SFC,20260722,19.35,19.37,19.25,19.25,458
SFG,20260722,0.002,0.002,0.002,0.002,0
SFIF,20260722,10.76,10.76,10.76,10.76,216114
SFM,20260722,0.27,0.27,0.27,0.27,5000
SFR,20260722,18.75,19.23,18.55,18.69,1941850
SFX,20260722,0.041,0.041,0.039,0.039,251962
SFY,20260722,77.2,77.27,77.03,77.05,6421
SGA,20260722,0.072,0.085,0.07,0.085,1261187
SGAO,20260722,0.01,0.01,0.01,0.01,0
SGC,20260722,1.25,1.265,1.2,1.21,94779
SGH,20260722,44.22,44.335,43.44,44.05,501601
SGI,20260722,1.215,1.26,1.19,1.25,97904
SGLLV,20260722,13.75,13.76,13.23,13.57,78760
SGM,20260722,25.81,26.85,25.81,26.2,620893
SGP,20260722,4.12,4.15,4.06,4.06,17803650
SGQ,20260722,0.08,0.082,0.078,0.08,18999761
SGQOC,20260722,0.04,0.041,0.039,0.039,2188765
SGR,20260722,0.12,0.125,0.12,0.12,3190061
SHA,20260722,6.62,6.68,6.5,6.57,51661
SHE,20260722,0.011,0.011,0.011,0.011,0
SHG,20260722,0.2,0.2,0.195,0.2,64879
SHJ,20260722,0.59,0.59,0.59,0.59,0
SHL,20260722,21.05,21.05,20.735,20.8,1687482
SHM,20260722,0.735,0.75,0.735,0.75,20362
SHN,20260722,0.029,0.031,0.029,0.029,4902140
SHO,20260722,0.042,0.044,0.036,0.039,4305184
SHV,20260722,4.09,4.33,4.07,4.28,1218240
SIG,20260722,2.87,2.895,2.81,2.89,15098313
SIO,20260722,0.16,0.16,0.14,0.14,4686
SIQ,20260722,13.25,13.29,12.9,13.05,274522
SIS,20260722,0.005,0.005,0.005,0.005,0
SIV,20260722,0.15,0.15,0.15,0.15,0
SIX,20260722,0.069,0.069,0.069,0.069,20000
SK1,20260722,2.69,2.74,2.69,2.72,30795
SKC,20260722,0.52,0.55,0.52,0.55,1459359
SKG,20260722,1.31,1.31,1.27,1.28,624170
SKK,20260722,0.023,0.024,0.023,0.023,13184955
SKM,20260722,0.27,0.295,0.27,0.28,118209
SKN,20260722,0.005,0.005,0.005,0.005,403704
SKO,20260722,1.2,1.2,1.2,1.2,0
SKS,20260722,8.54,8.9,8.54,8.62,275377
SKT,20260722,2.65,2.68,2.65,2.68,14985
SKUK,20260722,0.96,0.96,0.96,0.96,66
SKY,20260722,0.24,0.245,0.235,0.24,647098
SLA,20260722,0.071,0.071,0.07,0.071,178783
SLB,20260722,0.155,0.165,0.155,0.165,114245
SLC,20260722,3.23,3.27,3.21,3.26,1844931
SLD,20260722,0.51,0.51,0.43,0.43,746791
SLF,20260722,12.5,12.5,12.35,12.37,19318
SLM,20260722,0.082,0.085,0.082,0.084,1654649
SLS,20260722,2.3,2.415,2.3,2.4,357740
SLVM,20260722,33.75,34.31,33.75,34.3,23839
SLX,20260722,4.65,4.88,4.65,4.77,1392153
SLZ,20260722,0.007,0.007,0.007,0.007,0
SLZO,20260722,0.003,0.003,0.003,0.003,0
SM1,20260722,0.295,0.315,0.295,0.315,51523
SMI,20260722,0.43,0.435,0.42,0.43,3841926
SMLL,20260722,4.1,4.17,4.1,4.17,123952
SMM,20260722,0.008,0.008,0.0075,0.0075,100039
SMN,20260722,0.375,0.38,0.375,0.375,9267
SMNOA,20260722,0.085,0.085,0.085,0.085,0
SMR,20260722,2.69,2.81,2.69,2.75,2169594
SMS,20260722,0.041,0.041,0.041,0.041,90050
SMX,20260722,0.0175,0.018,0.0175,0.018,137449
SNAS,20260722,10.95,11.14,10.95,11.14,72876
SNC,20260722,0.7,0.7,0.695,0.7,17407
SNCHA,20260722,101.1,101.1,101.1,101.1,225
SND,20260722,1.04,1.04,1.04,1.04,0
SNG,20260722,0.052,0.052,0.051,0.051,6506
SNL,20260722,31.22,31.68,30.9,31.41,32471
SNM,20260722,0.535,0.57,0.52,0.56,136416
SNS,20260722,0.026,0.026,0.026,0.026,356267
SNT,20260722,0.024,0.024,0.021,0.021,3492253
SNX,20260722,0.065,0.067,0.062,0.066,2051545
SNZ,20260722,6.71,6.71,6.71,6.71,1
SOC,20260722,0.04,0.04,0.04,0.04,0
SOL,20260722,46.14,46.47,45.6,45.92,394235
SOM,20260722,0.45,0.47,0.45,0.47,127848
SOP,20260722,0.045,0.045,0.041,0.041,2026582
SOR,20260722,0.032,0.032,0.032,0.032,1428
SP3,20260722,0.013,0.013,0.012,0.012,980322
SP8,20260722,0.009,0.009,0.009,0.009,2445002
SPA,20260722,0.092,0.092,0.088,0.088,145508
SPD,20260722,1.295,1.34,1.2475,1.34,141654
SPG,20260722,0.095,0.095,0.093,0.095,215957
SPHX,20260722,10.8,10.8,10.8,10.8,0
SPK,20260722,1.54,1.55,1.515,1.545,1087781
SPL,20260722,0.71,0.715,0.69,0.695,1948830
SPLR,20260722,0.1,0.115,0.071,0.105,6234296
SPN,20260722,0.255,0.275,0.25,0.265,120929
SPPHA,20260722,104.4,104.4,104.4,104.4,4705
SPQ,20260722,0.004,0.004,0.004,0.004,70000
SPX,20260722,0.003,0.004,0.003,0.004,714302
SPXOB,20260722,0.001,0.001,0.001,0.001,5000000
SPY,20260722,1074,1074,1066.05,1067.94,522
SPZ,20260722,0.7,0.71,0.68,0.68,200187
SQX,20260722,0.059,0.059,0.059,0.059,0
SRG,20260722,3.54,3.55,3.46,3.51,809338
SRH,20260722,0.1,0.1,0.096,0.096,21597
SRJ,20260722,0.011,0.011,0.0105,0.011,3025634
SRK,20260722,0.026,0.026,0.026,0.026,0
SRL,20260722,15.24,15.84,14.65,14.74,492542
SRN,20260722,0.023,0.023,0.023,0.023,10023
SRNOD,20260722,0.001,0.001,0.001,0.001,0
SRNOE,20260722,0.002,0.002,0.002,0.002,0
SRR,20260722,0.032,0.033,0.032,0.032,490658
SRT,20260722,0.16,0.16,0.16,0.16,0
SRV,20260722,6.13,6.25,6.08,6.1,61149
SRZDA,20260722,0.33,0.34,0.325,0.34,98668
SS1,20260722,0.885,0.95,0.885,0.95,1573322
SSG,20260722,1.39,1.405,1.39,1.405,75935
SSH,20260722,0.15,0.15,0.15,0.15,86994
SSHO,20260722,0.017,0.017,0.017,0.017,0
SSL,20260722,8.6,8.6,8.6,8.6,0
SSLPA,20260722,1,1,1,1,0
SSM,20260722,2.6,2.6,2.53,2.55,1083897
SSO,20260722,14.27,14.27,14.24,14.24,1791
SST,20260722,9.53,9.54,9.53,9.54,617
STG,20260722,0.23,0.23,0.23,0.23,0
STH,20260722,0.12,0.12,0.12,0.12,8332
STK,20260722,0.083,0.086,0.081,0.085,1717933
STM,20260722,0.18,0.18,0.165,0.17,1066513
STN,20260722,0.455,0.47,0.45,0.45,613771
STO,20260722,7.78,7.88,7.71,7.85,9665450
STP,20260722,0.145,0.145,0.14,0.14,3080
STV,20260722,0.007,0.007,0.007,0.007,0
STW,20260722,78.62,78.98,78.57,78.78,103243
STX,20260722,0.097,0.0975,0.097,0.097,348408
SUBD,20260722,25.24,25.25,25.23,25.24,163999
SUH,20260722,0.025,0.025,0.025,0.025,33777
SUL,20260722,13.11,13.12,12.73,12.86,360602
SUN,20260722,19.14,19.34,18.97,19.34,2611460
SUNPI,20260722,103.06,103.2,102.71,102.71,1134
SUNPJ,20260722,104.52,106,104.37,104.39,2167
SVG,20260722,0.01,0.011,0.01,0.011,1522558
SVGOB,20260722,0.001,0.001,0.001,0.001,0
SVL,20260722,0.14,0.14,0.135,0.135,5351832
SVM,20260722,0.52,0.525,0.515,0.52,132105
SVNP,20260722,1.795,1.795,1.795,1.795,73
SVR,20260722,1.565,1.57,1.54,1.54,80539
SVY,20260722,0.019,0.019,0.0165,0.017,2315480
SVYOB,20260722,0.001,0.001,0.001,0.001,0
SWP,20260722,0.085,0.085,0.085,0.085,0
SWTZ,20260722,2.4,2.41,2.4,2.4,8654
SX2,20260722,8.62,8.82,8.57,8.8,166553
SXE,20260722,4.66,4.815,4.62,4.7,704465
SXL,20260722,0.51,0.52,0.51,0.51,74384
SYI,20260722,30.4,30.45,30.26,30.4,25566
SYL,20260722,2.82,2.82,2.72,2.72,92694
SYR,20260722,0.11,0.12,0.105,0.11,9028800
T3D,20260722,0.033,0.035,0.032,0.035,131845
T3MP,20260722,76,76.04,76,76.04,1003
T88,20260722,0.037,0.037,0.037,0.037,0
T92,20260722,0.044,0.044,0.044,0.044,26686
T92OA,20260722,0.018,0.018,0.018,0.018,9090
T92OB,20260722,0.01,0.01,0.01,0.01,0
TAH,20260722,0.9,0.92,0.89,0.895,5153268
TAL,20260722,0.057,0.063,0.057,0.062,196854
TAM,20260722,0.059,0.06,0.058,0.058,475492
TAR,20260722,0.023,0.023,0.023,0.023,0
TAS,20260722,0.046,0.047,0.045,0.047,495468
TASO,20260722,0.045,0.045,0.045,0.045,0
TAT,20260722,0.019,0.02,0.019,0.019,1164657
TBIL,20260722,47.92,47.93,47.82,47.9,7255
TBN,20260722,0.23,0.24,0.22,0.225,12285665
TBR,20260722,4.79,5.03,4.79,5.03,17445
TCAP,20260722,9.59,9.59,9.59,9.59,0
TCF,20260722,5.73,5.78,5.7,5.71,24214
TCG,20260722,0.555,0.595,0.55,0.595,4879647
TCL,20260722,14.44,14.6,14.42,14.6,2575173
TCO,20260722,2.63,2.63,2.63,2.63,11889
TD1,20260722,0.066,0.066,0.066,0.066,2427
TDO,20260722,0.08,0.08,0.08,0.08,0
TEA,20260722,9.6,9.75,9.26,9.33,412425
TECH,20260722,112.23,112.6,111.21,111.9,9377
TEE,20260722,0.037,0.037,0.037,0.037,0
TEEO,20260722,0.005,0.005,0.005,0.005,0
TEG,20260722,0.001,0.001,0.001,0.001,0
TEK,20260722,0.095,0.095,0.095,0.095,0
TEM,20260722,0.004,0.004,0.004,0.004,0
TER,20260722,0.065,0.069,0.065,0.069,1375637
TET,20260722,0.22,0.225,0.215,0.22,53677
TFL,20260722,0.005,0.005,0.005,0.005,0
TG1,20260722,0.026,0.026,0.025,0.025,216825
TG1OA,20260722,0.014,0.014,0.014,0.014,0
TG6,20260722,0.19,0.195,0.185,0.195,105392
TGF,20260722,2.35,2.37,2.34,2.35,108601
TGH,20260722,0.017,0.018,0.016,0.018,133253
TGM,20260722,0.185,0.185,0.185,0.185,70554
TGMO,20260722,0.03,0.03,0.03,0.03,0
TGN,20260722,0.22,0.225,0.22,0.22,119597
THL,20260722,2.4,2.42,2.37,2.37,1825
THR,20260722,0.007,0.007,0.007,0.007,40000
TIA,20260722,0.19,0.19,0.19,0.19,0
TIO,20260722,0.095,0.095,0.095,0.095,20000
TIP,20260722,1.27,1.27,1.27,1.27,0
TKM,20260722,0.1175,0.125,0.1175,0.125,732572
TLC,20260722,5.52,5.57,5.48,5.53,3478038
TLG,20260722,0.295,0.3,0.28,0.28,268332
TLM,20260722,0.069,0.069,0.069,0.069,37867
TLS,20260722,4.95,4.98,4.93,4.96,24282691
TLX,20260722,15.25,15.325,14.84,14.86,1491901
TM1,20260722,0.21,0.22,0.2025,0.22,2951066
TM1O,20260722,0.155,0.155,0.155,0.155,3945
TMB,20260722,0.031,0.031,0.03,0.03,77406
TMK,20260722,0.145,0.15,0.145,0.15,18866
TMKO,20260722,0.01,0.01,0.01,0.01,0
TML,20260722,0.047,0.047,0.047,0.047,1194
TMS,20260722,0.0065,0.007,0.0065,0.007,71001
TMSO,20260722,0.001,0.001,0.001,0.001,600000
TMX,20260722,0.003,0.003,0.003,0.003,233333
TNC,20260722,0.375,0.4,0.375,0.38,370973
TNE,20260722,29.6,29.61,28.67,29.28,640579
TNY,20260722,0.08,0.08,0.08,0.08,0
TOK,20260722,1.17,1.18,1.14,1.18,67218
